0.057534,-0.49648,0.21612,-0.22017,0.74744,0.74838,1.7633,-1.4712,-1.4712,-0.027009,0.62415,-0.39661,-0.79322,-1.1898,0.54467,-0.44154,-0.6315,0.0043428,-0.012424,-0.0098515,-0.028922
0.043124,-0.5109,0.21577,-0.21095,0.74167,0.74086,1.753,-1.4575,-1.4376,-0.040217,1.0843,-0.69289,-0.69289,-1.0393,0.57771,-0.37829,-1.0786,0.0020273,-0.020779,-0.01535,-0.034982
0.043124,-0.5109,0.21577,-0.21095,0.74167,0.74086,1.753,-1.4575,-1.4376,-0.040217,1.0843,-0.69289,-0.69289,-1.0393,0.57771,-0.37829,-1.0786,0.0020273,-0.020779,-0.01535,-0.034982
0.028922,-0.52501,0.21527,-0.20298,0.73523,0.73442,1.743,-1.411,-1.411,-0.060044,0.5396,-0.69394,-0.69394,-1.0409,0.57441,-0.33015,-1.6214,0.0020899,-0.026158,-0.019179,-0.037044
0.028922,-0.52501,0.21527,-0.20298,0.73523,0.73442,1.743,-1.411,-1.411,-0.060044,0.5396,-0.69394,-0.69394,-1.0409,0.57441,-0.33015,-1.6214,0.0020899,-0.026158,-0.019179,-0.037044
0.014596,-0.53912,0.21453,-0.19522,0.72745,0.72839,1.7338,-1.3729,-1.3515,-0.082819,0.58247,-0.75302,-0.75302,-0.75302,0.60273,-0.19279,-1.9082,0.002966,-0.029903,-0.021251,-0.039599
0.014596,-0.53912,0.21453,-0.19522,0.72745,0.72839,1.7338,-1.3729,-1.3515,-0.082819,0.58247,-0.75302,-0.75302,-0.75302,0.60273,-0.19279,-1.9082,0.002966,-0.029903,-0.021251,-0.039599
0.0011816,-0.55201,0.21362,-0.18725,0.71913,0.72262,1.7247,-1.3461,-1.2986,-0.10101,0.85999,-0.82973,-0.55315,-1.1063,0.67495,-0.069593,-1.9897,0.003717,-0.030191,-0.022171,-0.042286
0.0011816,-0.55201,0.21362,-0.18725,0.71913,0.72262,1.7247,-1.3461,-1.2986,-0.10101,0.85999,-0.82973,-0.55315,-1.1063,0.67495,-0.069593,-1.9897,0.003717,-0.030191,-0.022171,-0.042286
-0.011908,-0.56461,0.21256,-0.17866,0.71041,0.71645,1.7146,-1.2993,-1.2285,-0.115,0.64145,-0.82284,-0.82284,-1.2343,0.73536,0.094198,-1.9785,0.0032164,-0.031536,-0.022486,-0.043002
-0.011908,-0.56461,0.21256,-0.17866,0.71041,0.71645,1.7146,-1.2993,-1.2285,-0.115,0.64145,-0.82284,-0.82284,-1.2343,0.73536,0.094198,-1.9785,0.0032164,-0.031536,-0.022486,-0.043002
-0.025083,-0.57724,0.21131,-0.17048,0.70049,0.70947,1.7031,-1.2536,-1.2118,-0.12625,0.5673,-1.05,-0.69999,-1.05,0.72687,0.22353,-1.9813,0.0041551,-0.03288,-0.023925,-0.044843
-0.025083,-0.57724,0.21131,-0.17048,0.70049,0.70947,1.7031,-1.2536,-1.2118,-0.12625,0.5673,-1.05,-0.69999,-1.05,0.72687,0.22353,-1.9813,0.0041551,-0.03288,-0.023925,-0.044843
-0.037811,-0.58945,0.20992,-0.16209,0.68935,0.70129,1.6906,-1.2147,-1.1577,-0.13699,1.0307,-0.99247,-0.99247,-1.3233,0.73772,0.38921,-1.9335,0.0024654,-0.033072,-0.0251,-0.044412
-0.037811,-0.58945,0.20992,-0.16209,0.68935,0.70129,1.6906,-1.2147,-1.1577,-0.13699,1.0307,-0.99247,-0.99247,-1.3233,0.73772,0.38921,-1.9335,0.0024654,-0.033072,-0.0251,-0.044412
-0.049194,-0.60021,0.20853,-0.15454,0.67835,0.69351,1.6785,-1.1607,-1.095,-0.14704,0.59464,-1.1421,-0.55394,-1.3496,0.74386,0.51099,-1.9363,0.0015892,-0.033072,-0.023092,-0.043528
-0.049194,-0.60021,0.20853,-0.15454,0.67835,0.69351,1.6785,-1.1607,-1.095,-0.14704,0.59464,-1.1421,-0.55394,-1.3496,0.74386,0.51099,-1.9363,0.0015892,-0.033072,-0.023092,-0.043528
-0.061071,-0.61132,0.20688,-0.14615,0.66601,0.68479,1.6652,-1.0908,-1.0302,-0.16275,0.54848,-1.4002,-0.7001,-1.4002,0.76085,0.63513,-1.8013,0.0031538,-0.033072,-0.022208,-0.043126
-0.061071,-0.61132,0.20688,-0.14615,0.66601,0.68479,1.6652,-1.0908,-1.0302,-0.16275,0.54848,-1.4002,-0.7001,-1.4002,0.76085,0.63513,-1.8013,0.0031538,-0.033072,-0.022208,-0.043126
-0.071613,-0.62105,0.20526,-0.13861,0.65461,0.67701,1.6528,-1.0526,-0.93568,-0.16687,0.52929,-1.0173,-0.6782,-1.3564,0.76557,0.74653,-1.5848,0.0032164,-0.032016,-0.021568,-0.043611
-0.071613,-0.62105,0.20526,-0.13861,0.65461,0.67701,1.6528,-1.0526,-0.93568,-0.16687,0.52929,-1.0173,-0.6782,-1.3564,0.76557,0.74653,-1.5848,0.0032164,-0.032016,-0.021568,-0.043611
-0.082039,-0.63041,0.20351,-0.13064,0.64281,0.66937,1.6401,-0.99199,-0.87664,-0.17425,0.62639,-1.2046,-0.80303,-1.2046,0.76369,0.81733,-1.6185,0.0030286,-0.03192,-0.021261,-0.042019
-0.082039,-0.63041,0.20351,-0.13064,0.64281,0.66937,1.6401,-0.99199,-0.87664,-0.17425,0.62639,-1.2046,-0.80303,-1.2046,0.76369,0.81733,-1.6185,0.0030286,-0.03192,-0.021261,-0.042019
-0.091221,-0.63839,0.2018,-0.1233,0.63207,0.6632,1.6293,-0.93578,-0.79931,-0.18325,0.52934,-1.02,-0.34001,-1.02,0.76038,0.87539,-1.6298,0.0024028,-0.03288,-0.020189,-0.042794
-0.091221,-0.63839,0.2018,-0.1233,0.63207,0.6632,1.6293,-0.93578,-0.79931,-0.18325,0.52934,-1.02,-0.34001,-1.02,0.76038,0.87539,-1.6298,0.0024028,-0.03288,-0.020189,-0.042794
-0.10042,-0.64613,0.19986,-0.11512,0.62094,0.65756,1.618,-0.86056,-0.70996,-0.19139,0.58416,-0.74309,-0.74309,-1.1146,0.73395,0.89994,-1.821,0.002966,-0.03288,-0.020189,-0.04183
-0.10042,-0.64613,0.19986,-0.11512,0.62094,0.65756,1.618,-0.86056,-0.70996,-0.19139,0.58416,-0.74309,-0.74309,-1.1146,0.73395,0.89994,-1.821,0.002966,-0.03288,-0.020189,-0.04183
-0.10864,-0.65276,0.1979,-0.10757,0.61048,0.65287,1.6078,-0.80106,-0.62941,-0.20169,0.51787,-1.0033,-0.29948,-1.0382,0.69335,0.89805,-1.9476,0.0030286,-0.034609,-0.020525,-0.04321
-0.10864,-0.65276,0.1979,-0.10757,0.61048,0.65287,1.6078,-0.80106,-0.62941,-0.20169,0.51787,-1.0033,-0.29948,-1.0382,0.69335,0.89805,-1.9476,0.0030286,-0.034609,-0.020525,-0.04321
